id,first_name,second_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
526,Igor Jesus,Maciel da Cruz,16,4,59,2.4,705744,523077,114,3.1,2293,6,6,9,37,2,0,0,13,407,420.6,240.7,726.0,136.4,1.7,0.3,19.3,,,3.0,Nott'm Forest,FWD,5.9,0,0,0,0
527,Taiwo,Awoniyi,16,4,52,0.4,53287,100401,43,2.5,480,4,2,1,4,2,0,0,4,170,177.2,79.0,235.0,48.4,1.0,0.2,8.3,,,,Nott'm Forest,FWD,5.2,0,0,0,0
669,Dan,Ndoye,16,3,55,0.7,545768,577065,50,2.1,1167,1,2,2,17,1,0,0,4,178,166.4,217.7,180.0,56.6,0.0,0.0,9.1,4.0,,,Nott'm Forest,MID,5.5,0,0,0,0
675,Angus,Gunn,16,1,40,1.1,31459,105455,1,1.0,45,0,0,0,0,0,0,0,0,4,1.2,0.0,0.0,0.1,0.0,0.0,0.2,,,,Nott'm Forest,GK,4.0,0,0,0,0
693,Omari,Hutchinson,16,3,54,0.1,35116,30653,82,2.6,1676,1,7,6,24,1,0,0,3,329,333.6,527.1,356.0,121.6,2.7,0.5,15.2,2.0,,,Nott'm Forest,MID,5.4,0,0,0,0
696,Arnaud,Kalimuendo,16,4,60,0.1,15291,18611,9,1.0,89,0,0,0,3,0,0,0,0,24,6.8,17.7,39.0,6.3,0.0,0.0,1.5,,,,Nott'm Forest,FWD,6.0,0,0,0,0
715,John Victor,Maciel Furtado,16,1,40,0.3,66562,53208,11,2.2,437,0,0,1,8,1,0,6,0,32,56.4,0.0,0.0,5.7,0.0,0.0,2.8,,,,Nott'm Forest,GK,4.0,0,0,0,0
716,Nicolò,Savona,16,2,45,0.0,46825,45028,39,2.8,1025,2,0,3,18,2,0,0,0,131,216.6,123.2,94.0,43.5,0.0,0.0,8.7,,,,Nott'm Forest,DEF,4.5,0,0,0,0
729,Luis Eduardo,Soares da Silva,16,2,45,0.0,94,122,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,4.5,0,0,0,0
734,Dilane,Bakwa,16,3,59,0.0,5785,4869,26,1.9,549,0,2,2,10,1,0,0,1,100,86.4,178.8,95.0,35.6,1.3,0.2,4.4,,,,Nott'm Forest,MID,5.9,0,0,0,0
805,Lorenzo,Lucca,16,4,53,0.0,6389,4938,9,2.2,126,1,0,1,1,0,0,0,0,33,37.2,13.0,39.0,8.5,0.3,0.1,1.7,,,,Nott'm Forest,FWD,5.3,0,0,0,0
814,Luca,Netz,16,2,45,0.0,960,485,11,1.6,353,0,0,0,5,0,0,0,0,33,63.4,30.1,10.0,10.4,1.3,0.3,2.4,,,,Nott'm Forest,DEF,4.5,0,0,0,0
835,Archie,Whitehall,16,3,45,0.0,80,29,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,4.5,0,0,0,0
836,Jimmy,Sinclair,16,3,45,0.0,64,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,4.5,0,0,0,0
841,Lamin,Sillah,16,4,45,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,FWD,4.5,0,0,0,0
528,Anthony,Patterson,17,1,42,0.1,10565,35538,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,GK,4.2,0,0,0,0
529,Simon,Moore,17,1,39,0.3,19649,38714,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,GK,3.9,0,0,0,0
530,Blondy,Nna Noukeu,17,1,39,0.1,7473,14415,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,GK,3.9,0,0,0,0
531,Daniel,Ballard,17,2,46,2.4,1281765,1235665,116,4.0,2144,2,2,6,35,4,1,0,9,340,662.8,181.2,370.0,121.5,0.0,0.0,25.2,,,,Sunderland,DEF,4.6,0,0,0,0
532,Trai,Hume,17,2,45,0.3,89257,82911,110,2.9,3032,2,1,9,42,9,0,0,6,383,547.8,421.3,248.0,120.9,5.0,1.1,24.4,2.0,,,Sunderland,DEF,4.5,0,0,0,0
533,Aji,Alese,17,2,40,0.0,611,878,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.0,0,0,0,0
534,Joe,Anderson,17,2,38,0.3,39413,67642,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,3.8,0,0,0,0
535,Dennis,Cirkin,17,2,40,0.0,8094,7897,14,1.8,319,0,0,1,2,2,0,0,0,43,59.2,9.7,10.0,7.5,0.0,0.0,3.5,,,,Sunderland,DEF,4.0,0,0,0,0
536,Leo Fuhr,Hjelde,17,2,40,0.0,1255,1589,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.0,0,0,0,0
537,Niall,Huggins,17,2,40,0.1,1038,16354,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.0,0,0,0,0
538,Zak,Johnson,17,2,38,0.2,23261,34754,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,3.8,0,0,0,0
539,Luke,O'Nien,17,2,40,0.1,12369,10074,26,2.2,565,0,1,2,7,1,1,0,1,90,103.0,27.6,40.0,17.1,3.3,0.8,6.5,,,,Sunderland,DEF,4.0,0,0,0,0
540,Timothée,Pembélé,17,2,39,0.3,47547,49617,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,3.9,0,0,0,0
541,Reinildo,Mandava,17,2,38,3.0,677194,1104738,74,3.0,1966,0,2,6,27,7,1,0,6,281,376.4,130.2,39.0,54.7,4.0,1.1,19.5,,,,Sunderland,DEF,3.8,0,0,0,0
542,Jenson,Seelt,17,2,40,0.1,3016,25497,2,1.0,133,0,0,0,2,0,0,0,0,11,33.6,2.4,0.0,3.6,0.0,0.0,0.5,,,,Sunderland,DEF,4.0,0,0,0,0
543,Simon,Adingra,17,3,49,0.3,90681,232205,34,2.4,649,1,1,4,8,2,0,0,3,81,81.4,116.8,75.0,27.0,0.0,0.0,6.9,,,,Sunderland,MID,4.9,0,0,0,0
544,Habib,Diarra,17,3,53,0.1,32269,34239,65,3.2,1403,2,6,5,19,6,0,0,3,209,166.2,153.8,234.0,53.9,1.3,0.2,12.3,,,1.0,Sunderland,MID,5.3,0,0,1,1
545,Patrick,Roberts,17,3,54,0.0,462,4093,1,1.0,27,0,0,0,1,0,0,0,0,4,1.8,7.3,5.0,1.4,0.0,0.0,0.2,,,,Sunderland,MID,5.4,0,0,0,0
546,Milan,Aleksić,17,3,49,0.0,639,3608,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.9,0,0,0,0
547,Enzo,Le Fée,17,3,48,1.6,549368,389625,147,4.1,2930,5,6,10,43,5,0,0,16,621,725.8,816.4,324.0,186.9,7.0,1.5,30.6,3.0,2.0,2.0,Sunderland,MID,4.8,0,0,0,0
548,Romaine,Mundle,17,3,49,0.0,1207,1749,14,1.0,399,0,0,0,11,1,0,0,0,42,29.4,33.6,69.0,12.7,0.0,0.0,2.9,,,,Sunderland,MID,4.9,0,0,0,0
549,Dan,Neil,17,3,48,0.0,1972,4761,3,1.0,13,0,0,0,0,0,0,0,0,10,3.0,1.4,0.0,0.4,0.0,0.0,0.6,,,,Sunderland,MID,4.8,0,0,0,0
550,Ian,Poveda-Ocampo,17,3,47,0.0,1296,2954,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.7,0,0,0,0
551,Chris,Rigg,17,3,47,0.1,11031,12270,36,2.0,758,1,1,3,11,1,0,0,1,136,114.6,142.8,103.0,36.0,1.7,0.4,7.7,,,,Sunderland,MID,4.7,0,0,0,0
552,Noah,Sadiki,17,3,49,0.1,13752,14212,80,2.4,2891,0,2,9,42,9,0,0,0,410,347.6,333.3,162.0,84.6,2.7,0.6,16.3,,,,Sunderland,MID,4.9,0,0,0,0
553,Chemsdine,Talbi,17,3,49,0.2,64558,75082,83,3.0,1553,4,2,7,14,0,0,0,6,248,238.8,211.5,245.0,69.1,1.3,0.3,16.9,,,,Sunderland,MID,4.9,0,0,0,0
554,Abdoullah,Ba,17,3,43,0.3,83617,84034,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.3,0,0,0,0
555,Alan,Browne,17,3,45,0.0,1291,9904,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.5,0,0,0,0
556,Pierre,Ekwah Elimby,17,3,45,0.0,0,1815,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.5,0,0,0,0
557,Harrison,Jones,17,3,43,0.1,9964,11755,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.3,0,0,0,0
558,Jay,Matete,17,3,43,0.2,30710,46727,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.3,0,0,0,0
559,Nectarios,Triantis,17,3,44,0.0,2951,8714,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.4,0,0,0,0
560,Wilson,Isidor,17,4,50,1.3,997059,911419,74,2.3,1148,6,1,4,17,1,0,0,7,266,242.0,30.4,444.0,71.5,2.0,0.4,14.8,,,,Sunderland,FWD,5.0,0,0,0,0
561,Eliezer,Mayenda Dossou,17,4,51,0.5,273869,313817,40,2.0,751,2,0,3,9,0,0,0,5,124,117.6,53.8,188.0,35.5,0.3,0.1,7.8,,,,Sunderland,FWD,5.1,0,0,0,0
562,Ahmed,Abdullahi,17,4,42,0.4,72746,99514,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,FWD,4.2,0,0,0,0
563,Luís Hemir,Silva Semedo,17,4,44,0.1,5979,20562,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,FWD,4.4,0,0,0,0
564,Nazarii,Rusyn,17,4,44,0.1,3530,20315,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,FWD,4.4,0,0,0,0
668,Granit,Xhaka,17,3,51,3.2,1416818,1412158,124,3.6,2901,1,6,9,39,8,0,0,8,603,685.0,595.3,101.0,138.1,2.7,0.5,24.3,1.0,1.0,,Sunderland,MID,5.1,1,1,0,1
670,Robin,Roefs,17,1,48,8.0,2399656,1576736,136,3.9,3150,0,0,10,46,4,0,109,12,573,881.6,50.0,0.0,93.1,3.7,0.8,28.3,,,,Sunderland,GK,4.8,0,0,0,0
678,Arthur,Masuaku,17,2,39,0.5,52353,85621,1,0.3,125,0,0,0,2,1,0,0,0,4,21.8,20.1,7.0,4.9,0.0,0.0,0.3,,,,Sunderland,DEF,3.9,0,0,0,0
683,Omar,Alderete,17,2,41,4.9,1741826,1278931,125,3.8,2797,1,1,10,40,6,0,0,5,400,749.0,138.1,279.0,117.0,3.0,0.7,30.5,,,,Sunderland,DEF,4.1,0,0,0,0
694,Nordi,Mukiele,17,2,46,8.7,2943090,1921353,151,4.7,2784,3,5,9,40,5,0,0,11,489,733.6,353.1,242.0,132.9,4.0,0.9,32.8,,,,Sunderland,DEF,4.6,0,0,0,0
724,Lutsharel,Geertruida,17,2,45,0.1,11678,8582,55,2.0,1681,0,0,3,23,2,0,0,0,231,274.6,135.7,102.0,51.2,3.0,0.7,12.2,,,,Sunderland,DEF,4.5,0,0,0,0
730,Brian,Brobbey,17,4,53,0.9,473226,366108,92,3.0,1920,7,2,6,30,6,0,0,12,309,333.4,200.5,552.0,106.7,4.7,0.9,17.4,,,,Sunderland,FWD,5.3,0,0,0,0
735,Bertrand,Traoré,17,3,55,0.0,14213,13480,30,2.5,634,1,1,3,9,1,0,0,1,118,115.6,108.4,135.0,35.9,0.0,0.0,5.5,,,,Sunderland,MID,5.5,0,0,0,0
774,Jenson,Jones,17,2,40,0.0,2276,1559,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.0,0,0,0,0
775,Tymur,Tutierov,17,3,45,0.0,160,145,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.5,0,0,0,0
800,Djiamgone Jocelin Ta,Bi,17,3,49,0.0,216,164,1,1.0,38,0,0,0,0,0,0,0,0,4,3.4,4.3,2.0,1.0,0.0,0.0,0.2,,,,Sunderland,MID,4.9,0,0,0,0
812,Melker,Ellborg,17,1,40,0.1,27780,18770,16,5.3,270,0,0,1,2,0,0,10,3,62,73.6,0.0,0.0,7.4,0.0,0.0,4.0,,,,Sunderland,GK,4.0,0,0,0,0
813,Nilson,Angulo,17,3,50,0.0,1192,942,13,1.6,401,0,0,1,6,1,0,0,0,43,45.4,44.3,89.0,17.8,1.3,0.3,2.6,,,,Sunderland,MID,5.0,0,0,0,0
821,Jack,Whittaker,17,3,45,0.0,298,141,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.5,0,0,0,0
822,Jaydon,Jones,17,3,45,0.0,379,144,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.5,0,0,0,0
565,Guglielmo,Vicario,18,1,47,4.7,1364134,1530718,90,2.9,2790,0,0,7,50,1,0,83,6,412,709.2,10.1,0.0,72.2,0.0,0.0,19.1,,,,Spurs,GK,4.7,0,0,0,0
566,Brandon,Austin,18,1,39,0.3,22434,27125,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,GK,3.9,0,0,0,0
567,Antonín,Kinský,18,1,39,1.9,199681,202233,20,2.9,630,0,0,2,7,1,0,10,0,76,102.6,0.0,0.0,10.3,3.0,0.8,5.1,,,,Spurs,GK,3.9,0,0,0,0
568,Pedro,Porro Sauceda,18,2,52,11.7,1941721,3159803,117,3.4,2793,1,3,9,40,10,0,0,8,502,690.2,881.7,202.0,177.5,3.7,0.7,22.5,3.0,2.0,,Spurs,DEF,5.2,0,0,0,0
569,Cristian,Romero,18,2,50,2.9,1033163,1247346,91,4.0,1869,4,1,5,33,9,2,0,10,305,574.8,133.6,223.0,93.2,0.0,0.0,18.2,,,,Spurs,DEF,5.0,0,0,0,0
570,Kevin,Danso,18,2,42,0.2,31554,35107,63,2.6,1489,0,0,4,25,8,0,0,1,219,407.0,49.5,96.0,55.5,4.7,1.1,15.0,,,,Spurs,DEF,4.2,0,0,0,0
571,Ben,Davies,18,2,43,0.1,4540,12248,10,3.3,136,1,0,0,3,1,0,0,1,29,67.4,22.2,52.0,14.2,0.0,0.0,2.3,,,,Spurs,DEF,4.3,0,0,0,0
572,Radu,Drăgușin,18,2,45,0.0,4541,3632,17,1.7,515,0,0,0,13,0,0,0,0,34,130.6,3.2,27.0,16.1,0.3,0.1,3.8,,,,Spurs,DEF,4.5,0,0,0,0
573,Djed,Spence,18,2,41,0.9,310378,373149,78,2.6,2049,0,0,9,31,4,0,0,3,271,291.0,209.7,207.0,70.5,2.7,0.7,19.0,,,,Spurs,DEF,4.1,0,0,0,0
574,Destiny,Udogie,18,2,43,0.3,56076,116830,29,1.4,1335,0,1,1,25,4,0,0,1,121,207.2,187.0,103.0,49.8,3.0,0.7,6.7,,,,Spurs,DEF,4.3,0,0,0,0
575,Micky,van de Ven,18,2,44,17.6,3663747,4753594,116,3.3,3041,4,1,9,50,9,1,0,10,431,683.4,95.2,218.0,99.6,2.7,0.6,26.4,,,,Spurs,DEF,4.4,0,0,0,0
576,Ashley,Phillips,18,2,40,0.0,0,2018,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.0,0,0,0,0
577,Takai,Kōta,18,2,40,0.0,1005,9209,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.0,0,0,0,0
578,Luka,Vušković,18,2,39,0.3,7334,92881,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,3.9,0,0,0,0
579,Son,Heung-min,18,3,85,0.1,0,25651,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,8.5,0,0,0,0
581,James,Maddison,18,3,68,0.3,26746,27237,3,1.0,34,0,0,0,0,0,0,0,0,5,2.8,9.5,15.0,2.8,1.0,0.1,0.4,,,,Spurs,MID,6.8,0,0,0,0
582,Mohammed,Kudus,18,3,64,9.1,3264066,5233055,75,3.9,1535,2,6,7,20,3,0,0,7,257,333.4,413.8,302.0,104.7,0.0,0.0,11.7,,4.0,3.0,Spurs,MID,6.4,0,0,0,0
583,Dejan,Kulusevski,18,3,64,0.0,1397,2306,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,6.4,0,0,0,0
584,Mathys,Tel,18,3,62,0.5,96405,53459,78,2.5,1334,4,2,3,23,1,0,0,7,266,303.4,457.2,312.0,107.6,4.7,0.8,12.6,1.0,,,Spurs,MID,6.2,1,0,0,1
585,Rodrigo,Bentancur,18,3,52,0.2,61528,68767,86,3.3,1880,1,1,8,25,7,0,0,4,366,349.0,197.8,124.0,67.4,4.0,0.8,16.5,,,,Spurs,MID,5.2,0,0,0,0
586,Lucas,Bergvall,18,3,52,0.2,105068,113224,49,2.1,955,1,3,3,18,2,0,0,0,163,164.6,106.4,147.0,41.5,0.3,0.1,9.4,,,,Spurs,MID,5.2,0,0,0,0
587,Yves,Bissouma,18,3,52,0.0,3806,15535,17,1.5,600,0,0,1,17,4,0,0,0,99,89.6,25.5,23.0,13.7,0.0,0.0,3.3,,,,Spurs,MID,5.2,0,0,0,0
588,Wilson,Odobert,18,3,53,0.0,16481,18697,46,1.9,972,0,2,2,13,0,0,0,6,176,158.8,284.3,234.0,67.6,0.0,0.0,8.7,,,,Spurs,MID,5.3,0,0,0,0
589,Manor,Solomon,18,3,54,0.0,115,1483,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,5.4,0,0,0,0
590,Bryan,Gil Salvatierra,18,3,49,0.0,675,4517,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.9,0,0,0,0
591,Archie,Gray,18,3,48,0.1,26083,30863,61,2.5,1471,2,2,5,28,5,0,0,6,237,259.4,138.1,158.0,55.5,0.3,0.1,12.7,,,,Spurs,MID,4.8,0,0,0,0
592,Mikey,Moore,18,3,50,0.0,0,689,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,5.0,0,0,0,0
593,Pape Matar,Sarr,18,3,45,1.0,418435,620573,71,2.7,1388,2,4,3,23,3,0,0,2,313,336.0,188.3,156.0,68.2,1.3,0.3,15.8,,,,Spurs,MID,4.5,0,0,0,0
594,Yang,Min-hyeok,18,3,45,0.0,0,2838,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.5,0,0,0,0
595,Callum,Olusesi,18,3,43,0.2,26162,32523,1,1.0,14,0,0,0,0,0,0,0,0,3,0.6,1.8,0.0,0.2,0.0,0.0,0.2,,,,Spurs,MID,4.3,0,0,0,0
596,Dominic,Solanke-Mitchell,18,4,71,1.1,287630,674667,40,2.7,997,3,0,0,21,1,0,0,4,187,205.0,84.1,339.0,62.7,0.0,0.0,5.6,,,2.0,Spurs,FWD,7.1,0,0,0,0
597,Richarlison,de Andrade,18,4,65,8.7,3496546,3143422,119,3.7,1954,11,4,7,27,5,0,0,17,505,602.6,239.6,815.0,165.2,3.7,0.6,18.3,,,5.0,Spurs,FWD,6.5,0,0,0,0
598,Will,Lankshear,18,4,45,0.0,0,5159,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,FWD,4.5,0,0,0,0
599,Dane,Scarlett,18,4,43,0.5,60820,113104,2,1.0,7,0,0,0,0,0,0,0,0,5,1.0,4.1,2.0,0.7,0.0,0.0,0.5,,,,Spurs,FWD,4.3,0,0,0,0
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,18,3,55,0.9,397911,375777,126,3.8,2192,5,3,5,37,8,0,0,17,518,638.0,147.8,295.0,108.3,6.3,1.1,22.9,,,,Spurs,MID,5.5,0,0,0,0
717,Xavi,Simons,18,3,63,1.1,1067756,994992,80,2.9,1747,2,5,4,36,5,1,0,7,345,349.6,533.8,255.0,113.9,0.0,0.0,12.7,2.0,3.0,4.0,Spurs,MID,6.3,0,0,0,0
726,Randal,Kolo Muani,18,4,69,0.4,152124,134072,52,1.7,1655,1,1,4,31,3,0,0,1,150,169.6,267.3,287.0,71.0,1.7,0.2,7.5,,,,Spurs,FWD,6.9,0,0,0,0
745,Jun'ai,Byfield,18,2,40,0.0,2298,2402,1,1.0,1,0,0,0,0,0,0,0,0,3,0.4,0.5,0.0,0.1,0.0,0.0,0.2,,,,Spurs,DEF,4.0,0,0,0,0
750,James,Rowswell,18,2,40,0.0,2125,1980,1,1.0,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,Spurs,DEF,4.0,0,0,0,0
751,Yusuf,Akhamrich,18,3,45,0.0,675,664,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.5,0,0,0,0
790,Lucá,Williams-Barnett,18,3,45,0.0,1083,618,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.5,0,0,0,0
796,Conor,Gallagher,18,3,50,0.2,65366,35089,44,2.8,1183,1,1,2,23,2,0,0,3,211,190.6,205.9,154.0,55.1,2.3,0.5,8.8,,,,Spurs,MID,5.0,0,0,0,0
804,João Victor,de Souza Menezes,18,2,40,0.0,2903,1793,3,0.8,142,0,0,0,3,1,0,0,0,0,12.8,31.9,17.0,6.2,0.0,0.0,0.8,,,,Spurs,DEF,4.0,0,0,0,0
811,Rio,Kyerematen,18,3,45,0.0,600,334,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.5,0,0,0,0
818,James,Wilson,18,4,45,0.0,6566,3228,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,FWD,4.5,0,0,0,0
326,Adama,Traoré Diarra,19,3,51,0.1,18094,39430,25,1.0,376,0,0,0,12,1,0,0,0,74,33.4,73.8,70.0,17.2,0.0,0.0,4.9,,,,West Ham,MID,5.1,0,0,0,0
600,Alphonse,Areola,19,1,42,1.9,195408,488161,51,2.5,1800,0,1,0,37,0,0,77,2,220,570.4,10.0,0.0,57.9,0.0,0.0,12.1,,,,West Ham,GK,4.2,0,0,0,0
601,Wes,Foderingham,19,1,40,0.2,3874,43698,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,West Ham,GK,4.0,0,0,0,0
602,Krisztián,Hegyi,19,1,39,0.2,11331,22009,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,West Ham,GK,3.9,0,0,0,0
603,El Hadji Malick,Diouf,19,2,41,2.4,479876,980288,104,3.2,2706,0,6,9,47,6,0,0,3,381,583.6,480.2,133.0,119.8,2.7,0.7,25.4,,,,West Ham,DEF,4.1,0,0,0,0
604,Emerson,Palmieri dos Santos,19,2,44,0.0,1719,20861,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,West Ham,DEF,4.4,0,0,0,0
605,Maximilian,Kilman,19,2,40,0.1,30991,52505,36,1.7,1559,0,0,1,37,4,0,0,0,80,392.4,55.8,60.0,50.9,0.0,0.0,9.0,,,,West Ham,DEF,4.0,0,0,0,0
606,Konstantinos,Mavropanos,19,2,45,2.6,460159,129536,122,3.9,2532,3,0,6,44,2,0,0,5,386,777.2,66.6,294.0,113.8,5.0,1.1,27.1,,,,West Ham,DEF,4.5,0,0,0,0
607,Nayef,Aguerd,19,2,44,0.0,1288,12380,3,1.5,180,0,0,0,8,0,0,0,0,-1,39.0,3.9,8.0,5.1,0.0,0.0,0.7,,,,West Ham,DEF,4.4,0,0,0,0
608,Ollie,Scarles,19,2,43,0.0,5219,7385,21,1.6,656,0,1,0,16,2,0,0,0,88,142.2,82.1,22.0,24.6,0.0,0.0,4.9,5.0,,,West Ham,DEF,4.3,0,0,0,0
609,Jean-Clair,Todibo,19,2,43,0.1,13494,21090,46,2.0,1817,0,1,1,37,5,1,0,1,160,383.4,66.6,26.0,47.7,0.3,0.1,10.7,,,,West Ham,DEF,4.3,0,0,0,0
610,Aaron,Wan-Bissaka,19,2,41,4.3,300045,2376588,67,2.7,2080,0,3,3,43,4,0,0,0,203,432.0,305.6,30.0,77.2,1.0,0.2,16.3,,,,West Ham,DEF,4.1,0,0,0,0
611,Kaelan,Casey,19,2,40,0.1,0,13500,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,West Ham,DEF,4.0,0,0,0,0
612,Lucas,Tolentino Coelho de Lima,19,3,59,1.0,897173,978768,69,3.8,1513,4,2,3,33,5,1,0,8,291,374.6,397.2,186.0,95.7,0.0,0.0,11.7,,,,West Ham,MID,5.9,0,0,0,0
613,Tomáš,Souček,19,3,57,0.5,82768,127580,103,2.9,2190,5,2,7,43,3,1,0,9,428,526.6,191.9,483.0,120.4,2.0,0.4,18.1,,,,West Ham,MID,5.7,0,0,0,0
